email,hidden_ability,language,name,persona,preferred_paper_type,strong_chapter_ids,student_code,synthetic_student_index,target_grade,target_score,user_id,weak_chapter_ids
synthetic.student1340@mathsy.synthetic,0.6561,english,Synthetic Student 1340 (B Level),Weekend Learner,kertas1,"[18, 5, 3, 4]",STU-SYN1340,1340,B,63.81,16102,"[1, 16]"
synthetic.student1341@mathsy.synthetic,0.672,english,Synthetic Student 1341 (B+ Level),Consistent Climber,kertas1,"[6, 1, 14]",STU-SYN1341,1341,B+,68.42,16103,"[17, 5, 2, 7]"
synthetic.student1342@mathsy.synthetic,0.8249,english,Synthetic Student 1342 (A+ Level),High Achiever,kertas2,"[6, 4]",STU-SYN1342,1342,A+,90.68,16104,"[14, 12]"
synthetic.student1343@mathsy.synthetic,0.5957,english,Synthetic Student 1343 (C+ Level),Deep Focus Learner,kertas1,"[17, 9, 14, 10]",STU-SYN1343,1343,C+,55.33,16105,"[6, 5, 16, 4]"
synthetic.student1344@mathsy.synthetic,0.4369,bm,Synthetic Student 1344 (G Level),Fresh Starter,mixed,"[6, 2, 1]",STU-SYN1344,1344,G,29.96,16106,"[18, 15, 8, 10]"
synthetic.student1345@mathsy.synthetic,0.5428,english,Synthetic Student 1345 (E Level),Fresh Starter,kertas1,"[5, 17]",STU-SYN1345,1345,E,40.45,16107,"[4, 8, 11, 10]"
synthetic.student1346@mathsy.synthetic,0.753,english,Synthetic Student 1346 (A- Level),Weekend Learner,kertas1,"[5, 13, 10, 2]",STU-SYN1346,1346,A-,72.23,16108,"[6, 3]"
synthetic.student1347@mathsy.synthetic,0.6581,english,Synthetic Student 1347 (B+ Level),Consistent Climber,kertas1,"[6, 18]",STU-SYN1347,1347,B+,66.14,16109,"[10, 15, 5, 7, 14]"
synthetic.student1348@mathsy.synthetic,0.8191,bm,Synthetic Student 1348 (A Level),High Achiever,kertas1,"[12, 2, 18, 5]",STU-SYN1348,1348,A,80.82,16110,"[1, 6, 17, 8, 9]"
synthetic.student1349@mathsy.synthetic,0.5201,bm,Synthetic Student 1349 (E Level),Deep Focus Learner,kertas2,"[14, 12]",STU-SYN1349,1349,E,43.87,16111,"[16, 17, 6, 5, 18]"
synthetic.student1350@mathsy.synthetic,0.6894,english,Synthetic Student 1350 (B+ Level),Deep Focus Learner,mixed,"[10, 11, 17]",STU-SYN1350,1350,B+,67.02,16112,"[15, 3, 16]"
synthetic.student1351@mathsy.synthetic,0.7086,english,Synthetic Student 1351 (B+ Level),Weekend Learner,kertas2,"[12, 7]",STU-SYN1351,1351,B+,65.72,16113,"[9, 15, 5, 4]"
synthetic.student1352@mathsy.synthetic,0.8146,english,Synthetic Student 1352 (A- Level),Deep Focus Learner,kertas1,"[15, 16, 2]",STU-SYN1352,1352,A-,74.55,16114,"[13, 7, 5, 18, 6]"
synthetic.student1353@mathsy.synthetic,0.6193,english,Synthetic Student 1353 (B Level),Flexible Learner,kertas1,"[5, 12, 1]",STU-SYN1353,1353,B,61.19,16115,"[14, 3]"
synthetic.student1354@mathsy.synthetic,0.7668,english,Synthetic Student 1354 (A- Level),Flexible Learner,mixed,"[12, 8, 14]",STU-SYN1354,1354,A-,73.0,16116,"[17, 5, 9, 2]"
synthetic.student1355@mathsy.synthetic,0.6485,bm,Synthetic Student 1355 (B Level),Consistent Climber,kertas1,"[6, 1]",STU-SYN1355,1355,B,64.68,16117,"[7, 3, 8, 9, 16]"
synthetic.student1356@mathsy.synthetic,0.8468,english,Synthetic Student 1356 (A Level),Consistent Climber,kertas1,"[10, 17, 11]",STU-SYN1356,1356,A,86.26,16118,"[2, 6, 12, 13]"
synthetic.student1357@mathsy.synthetic,0.327,bm,Synthetic Student 1357 (G Level),Fresh Starter,kertas1,"[14, 12]",STU-SYN1357,1357,G,25,16119,"[2, 9, 4, 8]"
synthetic.student1358@mathsy.synthetic,0.637,bm,Synthetic Student 1358 (C+ Level),Weekend Learner,kertas2,"[6, 2]",STU-SYN1358,1358,C+,58.69,16120,"[12, 16, 18, 4]"
synthetic.student1359@mathsy.synthetic,0.5713,english,Synthetic Student 1359 (E Level),Fresh Starter,mixed,"[13, 18, 7, 10]",STU-SYN1359,1359,E,42.53,16121,"[5, 11, 1, 12]"
synthetic.student1360@mathsy.synthetic,0.7241,bm,Synthetic Student 1360 (B+ Level),Flexible Learner,kertas1,"[1, 11, 17]",STU-SYN1360,1360,B+,69.88,16122,"[4, 16, 2]"
synthetic.student1361@mathsy.synthetic,0.7486,english,Synthetic Student 1361 (B+ Level),Weekend Learner,mixed,"[18, 9, 6]",STU-SYN1361,1361,B+,69.03,16123,"[3, 5, 8, 10]"
synthetic.student1362@mathsy.synthetic,0.695,english,Synthetic Student 1362 (A- Level),Consistent Climber,kertas1,"[6, 18, 2, 4]",STU-SYN1362,1362,A-,73.45,16124,"[3, 14]"
synthetic.student1363@mathsy.synthetic,0.5808,english,Synthetic Student 1363 (C+ Level),Deep Focus Learner,mixed,"[7, 8, 10, 14]",STU-SYN1363,1363,C+,55.41,16125,"[12, 13]"
synthetic.student1364@mathsy.synthetic,0.5208,english,Synthetic Student 1364 (D Level),Flexible Learner,kertas2,"[16, 2]",STU-SYN1364,1364,D,46.63,16126,"[15, 9, 14, 7, 1]"
synthetic.student1365@mathsy.synthetic,0.4893,english,Synthetic Student 1365 (E Level),Flexible Learner,mixed,"[6, 9, 1, 15]",STU-SYN1365,1365,E,43.95,16127,"[18, 17, 4, 16, 2]"
synthetic.student1366@mathsy.synthetic,0.5912,english,Synthetic Student 1366 (D Level),Fresh Starter,kertas2,"[7, 3, 12, 5]",STU-SYN1366,1366,D,49.39,16128,"[15, 14]"
synthetic.student1367@mathsy.synthetic,0.5365,bm,Synthetic Student 1367 (D Level),Deep Focus Learner,mixed,"[3, 9, 8]",STU-SYN1367,1367,D,49.92,16129,"[6, 13, 4]"
synthetic.student1368@mathsy.synthetic,0.7465,bm,Synthetic Student 1368 (A- Level),Consistent Climber,kertas2,"[7, 2, 17, 3]",STU-SYN1368,1368,A-,75.31,16130,"[16, 4, 5, 14]"
synthetic.student1369@mathsy.synthetic,0.6604,english,Synthetic Student 1369 (B+ Level),Consistent Climber,kertas1,"[17, 1, 6]",STU-SYN1369,1369,B+,66.57,16131,"[10, 8, 12, 13]"
synthetic.student1370@mathsy.synthetic,0.5442,english,Synthetic Student 1370 (D Level),Weekend Learner,mixed,"[5, 10, 13]",STU-SYN1370,1370,D,49.91,16132,"[14, 3, 16, 17]"
synthetic.student1371@mathsy.synthetic,0.3446,english,Synthetic Student 1371 (G Level),Fresh Starter,kertas1,"[4, 9]",STU-SYN1371,1371,G,25,16133,"[7, 18, 1, 5, 13]"
synthetic.student1372@mathsy.synthetic,0.8531,english,Synthetic Student 1372 (A+ Level),High Achiever,kertas1,"[13, 3, 16]",STU-SYN1372,1372,A+,90.75,16134,"[14, 5]"
synthetic.student1373@mathsy.synthetic,0.6412,english,Synthetic Student 1373 (B Level),Consistent Climber,mixed,"[17, 13]",STU-SYN1373,1373,B,64.89,16135,"[11, 1, 16, 14]"
synthetic.student1374@mathsy.synthetic,0.6004,english,Synthetic Student 1374 (C+ Level),Weekend Learner,kertas2,"[12, 3]",STU-SYN1374,1374,C+,55.37,16136,"[15, 18, 13, 17]"
synthetic.student1375@mathsy.synthetic,0.7144,english,Synthetic Student 1375 (B+ Level),Deep Focus Learner,kertas2,"[3, 4, 7, 8]",STU-SYN1375,1375,B+,68.22,16137,"[17, 15, 13]"
synthetic.student1376@mathsy.synthetic,0.4632,english,Synthetic Student 1376 (E Level),Weekend Learner,kertas2,"[9, 8, 3, 7]",STU-SYN1376,1376,E,43.09,16138,"[14, 13, 15, 5]"
synthetic.student1377@mathsy.synthetic,0.3976,english,Synthetic Student 1377 (G Level),Fresh Starter,mixed,"[7, 11]",STU-SYN1377,1377,G,27.54,16139,"[10, 17]"
synthetic.student1378@mathsy.synthetic,0.6201,english,Synthetic Student 1378 (C+ Level),Deep Focus Learner,kertas2,"[11, 9]",STU-SYN1378,1378,C+,55.67,16140,"[5, 7, 6, 3]"
synthetic.student1379@mathsy.synthetic,0.5808,english,Synthetic Student 1379 (C+ Level),Deep Focus Learner,mixed,"[11, 13]",STU-SYN1379,1379,C+,58.34,16141,"[16, 10]"
synthetic.student1380@mathsy.synthetic,0.7573,english,Synthetic Student 1380 (A- Level),Deep Focus Learner,mixed,"[10, 3, 14, 9]",STU-SYN1380,1380,A-,71.54,16142,"[6, 13, 16, 1]"
synthetic.student1381@mathsy.synthetic,0.5404,bm,Synthetic Student 1381 (C Level),Weekend Learner,kertas1,"[12, 15]",STU-SYN1381,1381,C,51.2,16143,"[1, 7]"
synthetic.student1382@mathsy.synthetic,0.5877,bm,Synthetic Student 1382 (C+ Level),Consistent Climber,kertas1,"[12, 13, 2, 8]",STU-SYN1382,1382,C+,59.91,16144,"[5, 6, 9, 17, 1]"
synthetic.student1383@mathsy.synthetic,0.5837,english,Synthetic Student 1383 (B Level),Consistent Climber,kertas1,"[7, 17, 12, 14]",STU-SYN1383,1383,B,64.09,16145,"[11, 2]"
synthetic.student1384@mathsy.synthetic,0.4286,english,Synthetic Student 1384 (G Level),Fresh Starter,mixed,"[15, 10, 18]",STU-SYN1384,1384,G,28.93,16146,"[17, 16, 3, 1]"
synthetic.student1385@mathsy.synthetic,0.7019,bm,Synthetic Student 1385 (A- Level),Consistent Climber,kertas1,"[18, 10]",STU-SYN1385,1385,A-,73.95,16147,"[6, 3]"
synthetic.student1386@mathsy.synthetic,0.5419,english,Synthetic Student 1386 (E Level),Fresh Starter,kertas1,"[13, 9, 11]",STU-SYN1386,1386,E,40.19,16148,"[7, 3, 8]"
synthetic.student1387@mathsy.synthetic,0.8189,bm,Synthetic Student 1387 (A- Level),Deep Focus Learner,kertas1,"[7, 11]",STU-SYN1387,1387,A-,79.36,16149,"[17, 6]"
synthetic.student1388@mathsy.synthetic,0.5501,english,Synthetic Student 1388 (D Level),Flexible Learner,kertas1,"[11, 14, 16]",STU-SYN1388,1388,D,48.74,16150,"[4, 18, 7, 17, 15]"
synthetic.student1389@mathsy.synthetic,0.5714,bm,Synthetic Student 1389 (C Level),Flexible Learner,kertas1,"[5, 3, 4]",STU-SYN1389,1389,C,51.66,16151,"[17, 7, 15, 2, 8]"
synthetic.student1390@mathsy.synthetic,0.7284,english,Synthetic Student 1390 (A- Level),Consistent Climber,kertas2,"[7, 9, 16, 18]",STU-SYN1390,1390,A-,75.28,16152,"[13, 4, 3]"
synthetic.student1391@mathsy.synthetic,0.7542,english,Synthetic Student 1391 (A- Level),Deep Focus Learner,mixed,"[6, 17, 15]",STU-SYN1391,1391,A-,71.51,16153,"[8, 16, 12]"
synthetic.student1392@mathsy.synthetic,0.7397,english,Synthetic Student 1392 (A- Level),Consistent Climber,kertas2,"[5, 3]",STU-SYN1392,1392,A-,76.02,16154,"[1, 2, 12, 11, 4]"
synthetic.student1393@mathsy.synthetic,0.8158,english,Synthetic Student 1393 (A- Level),Deep Focus Learner,kertas1,"[1, 9]",STU-SYN1393,1393,A-,75.22,16155,"[3, 18, 16, 12]"
synthetic.student1394@mathsy.synthetic,0.6517,bm,Synthetic Student 1394 (B Level),Deep Focus Learner,mixed,"[13, 3, 18]",STU-SYN1394,1394,B,63.59,16156,"[12, 9, 11]"
synthetic.student1395@mathsy.synthetic,0.5308,english,Synthetic Student 1395 (E Level),Fresh Starter,mixed,"[12, 8, 3, 18]",STU-SYN1395,1395,E,40.16,16157,"[2, 11, 4, 10]"
synthetic.student1396@mathsy.synthetic,0.6628,english,Synthetic Student 1396 (B Level),Weekend Learner,kertas1,"[18, 6]",STU-SYN1396,1396,B,60.37,16158,"[5, 11, 15, 4, 10]"
synthetic.student1397@mathsy.synthetic,0.5438,english,Synthetic Student 1397 (D Level),Flexible Learner,kertas1,"[1, 2, 12]",STU-SYN1397,1397,D,46.28,16159,"[11, 15, 9, 8, 6]"
synthetic.student1398@mathsy.synthetic,0.6637,english,Synthetic Student 1398 (B Level),Deep Focus Learner,mixed,"[5, 16, 15, 7]",STU-SYN1398,1398,B,64.29,16160,"[11, 2, 3]"
synthetic.student1399@mathsy.synthetic,0.7385,english,Synthetic Student 1399 (B+ Level),Flexible Learner,mixed,"[14, 4, 17, 1]",STU-SYN1399,1399,B+,68.5,16161,"[5, 12, 2, 9]"
synthetic.student1400@mathsy.synthetic,0.7589,english,Synthetic Student 1400 (A- Level),Consistent Climber,kertas1,"[15, 6]",STU-SYN1400,1400,A-,79.09,16162,"[17, 7, 4]"
synthetic.student1401@mathsy.synthetic,0.8422,english,Synthetic Student 1401 (A Level),Consistent Climber,kertas1,"[11, 18, 12]",STU-SYN1401,1401,A,85.87,16163,"[10, 3, 16]"
synthetic.student1402@mathsy.synthetic,0.4525,bm,Synthetic Student 1402 (E Level),Weekend Learner,kertas2,"[2, 3]",STU-SYN1402,1402,E,43.29,16164,"[18, 11, 4]"
synthetic.student1403@mathsy.synthetic,0.5628,english,Synthetic Student 1403 (D Level),Flexible Learner,mixed,"[16, 13]",STU-SYN1403,1403,D,48.78,16165,"[10, 12, 8, 4, 5]"
synthetic.student1404@mathsy.synthetic,0.4989,english,Synthetic Student 1404 (D Level),Flexible Learner,kertas1,"[14, 18, 6]",STU-SYN1404,1404,D,47.12,16166,"[4, 9, 15, 11]"
synthetic.student1405@mathsy.synthetic,0.7603,bm,Synthetic Student 1405 (A- Level),Deep Focus Learner,kertas1,"[8, 2, 4, 14]",STU-SYN1405,1405,A-,70.75,16167,"[13, 6, 15, 17]"
synthetic.student1406@mathsy.synthetic,0.8656,bm,Synthetic Student 1406 (A Level),High Achiever,mixed,"[16, 12, 11]",STU-SYN1406,1406,A,88.53,16168,"[9, 13, 6, 1]"
synthetic.student1407@mathsy.synthetic,0.6952,bm,Synthetic Student 1407 (A- Level),Consistent Climber,kertas1,"[2, 1]",STU-SYN1407,1407,A-,73.71,16169,"[15, 8]"
synthetic.student1408@mathsy.synthetic,0.6591,english,Synthetic Student 1408 (C+ Level),Deep Focus Learner,mixed,"[16, 18, 12]",STU-SYN1408,1408,C+,57.74,16170,"[13, 7, 9, 1, 17]"
synthetic.student1409@mathsy.synthetic,0.8114,english,Synthetic Student 1409 (A Level),Consistent Climber,kertas1,"[9, 11]",STU-SYN1409,1409,A,81.09,16171,"[5, 18, 4, 3, 17]"
synthetic.student1410@mathsy.synthetic,0.4834,english,Synthetic Student 1410 (G Level),Fresh Starter,kertas2,"[10, 3, 8, 11]",STU-SYN1410,1410,G,33.12,16172,"[4, 2, 9, 7, 6]"
synthetic.student1411@mathsy.synthetic,0.6751,english,Synthetic Student 1411 (B+ Level),Consistent Climber,kertas2,"[16, 2]",STU-SYN1411,1411,B+,68.67,16173,"[15, 10, 5, 6, 18]"
synthetic.student1412@mathsy.synthetic,0.7097,english,Synthetic Student 1412 (B+ Level),Deep Focus Learner,mixed,"[14, 11, 12]",STU-SYN1412,1412,B+,65.12,16174,"[2, 16, 10, 5]"
synthetic.student1413@mathsy.synthetic,0.5865,bm,Synthetic Student 1413 (D Level),Fresh Starter,kertas2,"[9, 4, 13, 15]",STU-SYN1413,1413,D,48.29,16175,"[5, 11]"
synthetic.student1414@mathsy.synthetic,0.8575,bm,Synthetic Student 1414 (A+ Level),Consistent Climber,kertas2,"[3, 5, 15]",STU-SYN1414,1414,A+,90.27,16176,"[8, 11]"
synthetic.student1415@mathsy.synthetic,0.842,english,Synthetic Student 1415 (A Level),Consistent Climber,kertas2,"[11, 15]",STU-SYN1415,1415,A,85.8,16177,"[17, 5, 10, 8]"
synthetic.student1416@mathsy.synthetic,0.6136,bm,Synthetic Student 1416 (D Level),Fresh Starter,mixed,"[5, 3, 8, 6]",STU-SYN1416,1416,D,49.13,16178,"[16, 11]"
synthetic.student1417@mathsy.synthetic,0.7173,english,Synthetic Student 1417 (A- Level),Flexible Learner,kertas1,"[16, 10, 14, 13]",STU-SYN1417,1417,A-,71.03,16179,"[12, 5]"
synthetic.student1418@mathsy.synthetic,0.6287,bm,Synthetic Student 1418 (B+ Level),Consistent Climber,mixed,"[9, 8, 7, 1]",STU-SYN1418,1418,B+,65.97,16180,"[10, 17]"
synthetic.student1419@mathsy.synthetic,0.7005,english,Synthetic Student 1419 (B+ Level),Flexible Learner,kertas1,"[4, 17]",STU-SYN1419,1419,B+,67.23,16181,"[8, 6, 10]"
synthetic.student1420@mathsy.synthetic,0.7856,english,Synthetic Student 1420 (A- Level),Deep Focus Learner,kertas2,"[7, 18, 8, 16]",STU-SYN1420,1420,A-,75.97,16182,"[15, 2, 10]"
synthetic.student1421@mathsy.synthetic,0.3377,english,Synthetic Student 1421 (G Level),Fresh Starter,mixed,"[15, 4, 14]",STU-SYN1421,1421,G,25,16183,"[7, 6, 1]"
synthetic.student1422@mathsy.synthetic,0.6011,bm,Synthetic Student 1422 (C+ Level),Flexible Learner,kertas2,"[12, 6, 8, 10]",STU-SYN1422,1422,C+,58.64,16184,"[2, 13, 1, 16]"
synthetic.student1423@mathsy.synthetic,0.571,english,Synthetic Student 1423 (C Level),Deep Focus Learner,kertas1,"[5, 2, 16]",STU-SYN1423,1423,C,52.8,16185,"[13, 15, 11]"
synthetic.student1424@mathsy.synthetic,0.4164,english,Synthetic Student 1424 (G Level),Fresh Starter,kertas2,"[16, 2]",STU-SYN1424,1424,G,30.71,16186,"[3, 4]"
synthetic.student1425@mathsy.synthetic,0.5703,bm,Synthetic Student 1425 (C Level),Weekend Learner,kertas2,"[2, 13]",STU-SYN1425,1425,C,52.91,16187,"[3, 1, 5, 17]"
synthetic.student1426@mathsy.synthetic,0.7153,english,Synthetic Student 1426 (B+ Level),Weekend Learner,kertas1,"[11, 14, 3]",STU-SYN1426,1426,B+,66.24,16188,"[2, 10, 7, 12, 6]"
synthetic.student1427@mathsy.synthetic,0.5218,english,Synthetic Student 1427 (D Level),Flexible Learner,mixed,"[7, 9]",STU-SYN1427,1427,D,48.78,16189,"[10, 18, 6]"
synthetic.student1428@mathsy.synthetic,0.8007,english,Synthetic Student 1428 (A Level),Consistent Climber,kertas1,"[3, 10, 11, 12]",STU-SYN1428,1428,A,86.5,16190,"[2, 7]"
synthetic.student1429@mathsy.synthetic,0.5896,bm,Synthetic Student 1429 (C+ Level),Consistent Climber,kertas1,"[10, 15, 5]",STU-SYN1429,1429,C+,58.21,16191,"[16, 3, 12, 11, 6]"
synthetic.student1430@mathsy.synthetic,0.6787,english,Synthetic Student 1430 (B+ Level),Consistent Climber,kertas1,"[6, 15, 11]",STU-SYN1430,1430,B+,69.08,16192,"[5, 10, 8, 17]"
synthetic.student1431@mathsy.synthetic,0.5776,english,Synthetic Student 1431 (E Level),Fresh Starter,mixed,"[6, 17, 13, 18]",STU-SYN1431,1431,E,42.89,16193,"[2, 7, 10, 9]"
synthetic.student1432@mathsy.synthetic,0.7344,english,Synthetic Student 1432 (A- Level),Deep Focus Learner,kertas2,"[13, 2]",STU-SYN1432,1432,A-,72.06,16194,"[8, 7, 3]"
synthetic.student1433@mathsy.synthetic,0.627,english,Synthetic Student 1433 (C+ Level),Weekend Learner,kertas1,"[5, 11, 17, 7]",STU-SYN1433,1433,C+,58.18,16195,"[3, 4, 9, 6]"
synthetic.student1434@mathsy.synthetic,0.3623,english,Synthetic Student 1434 (G Level),Fresh Starter,mixed,"[16, 4]",STU-SYN1434,1434,G,25,16196,"[7, 1, 5, 14]"
synthetic.student1435@mathsy.synthetic,0.9053,english,Synthetic Student 1435 (A+ Level),High Achiever,kertas1,"[10, 14, 3]",STU-SYN1435,1435,A+,95.32,16197,"[18, 2, 12]"
synthetic.student1436@mathsy.synthetic,0.765,bm,Synthetic Student 1436 (A- Level),Flexible Learner,kertas2,"[4, 11, 12, 6]",STU-SYN1436,1436,A-,73.74,16198,"[14, 15, 13]"
synthetic.student1437@mathsy.synthetic,0.4512,bm,Synthetic Student 1437 (G Level),Flexible Learner,kertas1,"[3, 11, 18]",STU-SYN1437,1437,G,39.76,16199,"[15, 9, 10, 12, 7]"
synthetic.student1438@mathsy.synthetic,0.7157,bm,Synthetic Student 1438 (B Level),Weekend Learner,kertas1,"[5, 13, 16, 10]",STU-SYN1438,1438,B,64.55,16200,"[18, 9, 11, 6, 17]"
synthetic.student1439@mathsy.synthetic,0.8593,english,Synthetic Student 1439 (A Level),Consistent Climber,kertas2,"[7, 1, 10, 14]",STU-SYN1439,1439,A,88.61,16201,"[13, 12, 2]"
synthetic.student1440@mathsy.synthetic,0.7236,english,Synthetic Student 1440 (B+ Level),Deep Focus Learner,mixed,"[8, 12, 16]",STU-SYN1440,1440,B+,68.44,16202,"[4, 5, 3, 15]"
synthetic.student1441@mathsy.synthetic,0.5985,bm,Synthetic Student 1441 (B Level),Consistent Climber,mixed,"[1, 5, 2, 10]",STU-SYN1441,1441,B,62.92,16203,"[17, 6, 4]"
synthetic.student1442@mathsy.synthetic,0.7008,english,Synthetic Student 1442 (A- Level),Consistent Climber,kertas1,"[10, 9]",STU-SYN1442,1442,A-,74.98,16204,"[6, 1]"
synthetic.student1443@mathsy.synthetic,0.5211,english,Synthetic Student 1443 (D Level),Deep Focus Learner,kertas1,"[14, 18, 5]",STU-SYN1443,1443,D,46.23,16205,"[1, 15, 7]"
synthetic.student1444@mathsy.synthetic,0.5724,english,Synthetic Student 1444 (C Level),Deep Focus Learner,kertas2,"[14, 9]",STU-SYN1444,1444,C,54.73,16206,"[11, 15]"
synthetic.student1445@mathsy.synthetic,0.6462,english,Synthetic Student 1445 (B Level),Consistent Climber,kertas2,"[6, 10]",STU-SYN1445,1445,B,61.47,16207,"[17, 8, 3, 7, 15]"
synthetic.student1446@mathsy.synthetic,0.5185,english,Synthetic Student 1446 (C Level),Flexible Learner,kertas2,"[16, 6, 8, 10]",STU-SYN1446,1446,C,51.22,16208,"[12, 14]"
synthetic.student1447@mathsy.synthetic,0.8113,english,Synthetic Student 1447 (A Level),Consistent Climber,mixed,"[5, 9, 16, 10]",STU-SYN1447,1447,A,85.06,16209,"[8, 4]"
synthetic.student1448@mathsy.synthetic,0.5214,bm,Synthetic Student 1448 (E Level),Fresh Starter,kertas1,"[16, 7, 17]",STU-SYN1448,1448,E,40.45,16210,"[6, 10, 18]"
synthetic.student1449@mathsy.synthetic,0.3767,english,Synthetic Student 1449 (G Level),Fresh Starter,kertas1,"[4, 7]",STU-SYN1449,1449,G,25.19,16211,"[15, 13, 8, 10]"
synthetic.student1450@mathsy.synthetic,0.6902,english,Synthetic Student 1450 (B+ Level),Deep Focus Learner,kertas1,"[11, 3, 18]",STU-SYN1450,1450,B+,68.32,16212,"[1, 6]"
synthetic.student1451@mathsy.synthetic,0.8128,english,Synthetic Student 1451 (A- Level),Deep Focus Learner,kertas2,"[1, 17, 5, 8]",STU-SYN1451,1451,A-,79.75,16213,"[2, 16]"
synthetic.student1452@mathsy.synthetic,0.7846,english,Synthetic Student 1452 (A- Level),High Achiever,kertas1,"[17, 12, 14]",STU-SYN1452,1452,A-,79.73,16214,"[1, 16, 18, 2]"
synthetic.student1453@mathsy.synthetic,0.6388,english,Synthetic Student 1453 (B Level),Consistent Climber,mixed,"[14, 5, 1, 11]",STU-SYN1453,1453,B,63.98,16215,"[16, 18, 4, 8]"
synthetic.student1454@mathsy.synthetic,0.5398,english,Synthetic Student 1454 (D Level),Weekend Learner,kertas1,"[5, 11, 14, 9]",STU-SYN1454,1454,D,48.25,16216,"[10, 8, 4, 16, 7]"
synthetic.student1455@mathsy.synthetic,0.4894,bm,Synthetic Student 1455 (D Level),Deep Focus Learner,kertas1,"[8, 5]",STU-SYN1455,1455,D,49.15,16217,"[6, 16]"
synthetic.student1456@mathsy.synthetic,0.5277,english,Synthetic Student 1456 (C Level),Flexible Learner,kertas1,"[12, 9]",STU-SYN1456,1456,C,50.08,16218,"[7, 16, 14]"
synthetic.student1457@mathsy.synthetic,0.5527,bm,Synthetic Student 1457 (D Level),Flexible Learner,kertas1,"[11, 6, 3, 2]",STU-SYN1457,1457,D,48.04,16219,"[7, 1, 12, 5, 17]"
synthetic.student1458@mathsy.synthetic,0.5469,english,Synthetic Student 1458 (D Level),Weekend Learner,kertas2,"[7, 5]",STU-SYN1458,1458,D,47.21,16220,"[15, 16, 17, 18, 14]"
synthetic.student1459@mathsy.synthetic,0.8958,english,Synthetic Student 1459 (A+ Level),High Achiever,mixed,"[8, 14]",STU-SYN1459,1459,A+,92.56,16221,"[4, 10]"
synthetic.student1460@mathsy.synthetic,0.7491,english,Synthetic Student 1460 (A- Level),Consistent Climber,mixed,"[15, 7, 2]",STU-SYN1460,1460,A-,76.3,16222,"[17, 8, 9, 10]"
synthetic.student1461@mathsy.synthetic,0.6548,english,Synthetic Student 1461 (B Level),Consistent Climber,kertas1,"[7, 18, 12, 2]",STU-SYN1461,1461,B,64.73,16223,"[11, 13, 5, 9, 4]"
synthetic.student1462@mathsy.synthetic,0.928,bm,Synthetic Student 1462 (A+ Level),High Achiever,kertas2,"[18, 12]",STU-SYN1462,1462,A+,98,16224,"[2, 13]"
synthetic.student1463@mathsy.synthetic,0.7948,english,Synthetic Student 1463 (A Level),Consistent Climber,mixed,"[9, 15]",STU-SYN1463,1463,A,80.03,16225,"[8, 3, 18, 6]"
synthetic.student1464@mathsy.synthetic,0.5904,bm,Synthetic Student 1464 (C+ Level),Flexible Learner,mixed,"[9, 15, 1]",STU-SYN1464,1464,C+,59.43,16226,"[11, 5]"
synthetic.student1465@mathsy.synthetic,0.487,english,Synthetic Student 1465 (E Level),Weekend Learner,kertas1,"[5, 4, 16, 7]",STU-SYN1465,1465,E,44.86,16227,"[1, 12, 15]"
synthetic.student1466@mathsy.synthetic,0.8231,english,Synthetic Student 1466 (A Level),Consistent Climber,kertas2,"[12, 10, 3, 9]",STU-SYN1466,1466,A,81.48,16228,"[16, 2, 13, 14]"
synthetic.student1467@mathsy.synthetic,0.6596,english,Synthetic Student 1467 (B Level),Deep Focus Learner,kertas2,"[14, 17]",STU-SYN1467,1467,B,63.79,16229,"[9, 18]"
synthetic.student1468@mathsy.synthetic,0.7721,english,Synthetic Student 1468 (A Level),Consistent Climber,mixed,"[4, 13, 5, 10]",STU-SYN1468,1468,A,80.96,16230,"[2, 11, 18]"
